inventory_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status,last_updated,_dq_issue
INV018075,P001440,W008,492,80,412,88,In Stock,2025-11-16 23:14:29,
INV008537,P003091,W008,164,153,11,69,Low Stock,2025-12-03 20:28:47,
INV000824,,W003,172,144,28,94,Low Stock,2025-05-06 22:12:43,missing_product_id
INV002959,P007789,W003,75,26,49,37,In Stock,2025-04-21 00:15:23,
INV013982,P003564,W006,99,28,71,37,In Stock,2025-11-23 03:45:04,
INV018133,P001073,W008,37,1,36,87,Low Stock,2026-01-19 03:26:38,
INV008952,P005122,W005,0,0,0,38,Out of Stock,2026-03-11 06:46:32,
INV005538,P002803,W001,123,31,92,66,In Stock,2025-02-09 12:30:14,
INV005143,P006443,W006,57,43,14,86,Low Stock,2025-03-31 07:28:11,
INV000596,P003354,W010,66,13,53,59,Low Stock,2026-04-16 19:39:20,
INV018324,P005760,W007,162,37,125,85,In Stock,2025-11-22 15:58:55,
INV018223,P004975,W005,87,62,25,57,Low Stock,2025-06-03 10:15:05,
INV005743,P001632,W002,433,273,160,64,In Stock,2026-07-13 00:00:01,
INV015819,P006853,W008,302,58,244,23,In Stock,2026-05-19 06:38:14,
INV014464,P002661,W002,278,82,196,24,In Stock,2025-01-22 21:41:16,
INV018031,P006636,W002,321,40,281,23,In Stock,2026-06-11 23:01:52,
INV014369,P000391,W009,22,3,19,74,Low Stock,2025-01-08 04:40:11,
INV006454,P004708,W007,376,108,268,85,In Stock,2026-01-12 15:52:32,
INV015516,P008639,W008,487,240,247,33,Overstocked,2026-02-08 07:47:59,
INV009430,P005946,W003,123,27,96,32,In Stock,2025-10-22 14:18:28,
INV001433,P009041,W007,145,124,21,20,In Stock,2025-07-12 10:20:39,
INV010858,P002227,W003,233,16,217,65,In Stock,2025-06-30 21:11:38,
INV007544,P009355,W002,221,90,131,39,In Stock,2025-07-30 04:33:31,
INV008608,P008049,W005,85,-1,49,76,Low Stock,2026-03-30 23:13:43,invalid_reserved_quantity
INV010218,P002148,W002,119,37,82,28,In Stock,2025-07-15 07:47:39,
INV009799,P008009,W003,440,349,91,65,In Stock,2026-06-30 09:00:36,
INV019044,P009662,W010,153,127,26,95,Low Stock,2025-12-21 01:04:26,
INV008959,P007229,W001,228,135,93,60,In Stock,2025-05-04 18:43:48,
INV013444,P000136,W006,398,324,74,40,In Stock,2025-01-04 17:20:09,
INV012158,P009563,W005,307,131,176,75,In Stock,2025-04-30 10:52:20,
INV017445,P005372,W001,265,174,91,16,In Stock,2025-06-11 09:01:46,
INV012309,P003413,W002,449,68,381,72,In Stock,2026-03-06 07:38:26,
INV008178,P002269,W010,212,32,180,79,In Stock,2026-05-27 18:33:05,
INV012873,P008854,W010,384,89,295,14,In Stock,2025-12-28 14:36:51,
INV005269,P000833,W004,399,161,238,22,Overstocked,2025-05-28 20:35:34,
INV016483,P001758,W008,110,92,18,94,Low Stock,2026-03-18 21:38:41,
INV005342,P009711,W007,55,-20,24,53,Low Stock,2025-02-22 07:57:40,invalid_reserved_quantity
INV009837,P002691,W009,421,196,225,57,In Stock,2026-06-25 07:32:23,
INV005252,P003582,W004,234,73,161,53,In Stock,2025-12-24 05:11:08,
INV006602,P003650,W010,324,146,178,22,In Stock,2025-12-21 10:48:22,
INV014059,P004096,W002,455,404,51,37,In Stock,2025-02-18 10:13:55,
INV012589,P008599,W007,66,4,62,39,In Stock,2025-01-18 00:18:39,
INV010452,P002269,W009,119,86,33,53,Low Stock,2025-11-30 12:06:43,
INV019104,P008617,W006,468,345,123,52,In Stock,2026-02-15 17:30:46,
INV018517,P000077,W007,94,68,26,76,Low Stock,2026-07-09 05:22:43,
INV018478,P001845,W004,301,169,132,79,In Stock,2025-06-22 03:26:28,
INV014365,P002141,W008,66,23,43,55,Low Stock,2025-07-26 05:14:05,
INV001783,P009535,W002,379,375,4,20,Low Stock,2025-11-27 15:39:39,
INV001383,P003371,W002,228,94,134,11,Overstocked,2025-04-05 19:12:21,
INV008581,P004316,W007,113,17,96,80,In Stock,2025-10-08 15:14:49,
INV019772,P007923,W003,395,227,168,18,Overstocked,2025-06-12 18:36:36,
INV000427,P008631,W005,449,140,309,21,In Stock,2025-03-06 00:25:48,
INV014772,P006369,W007,83,77,6,92,Low Stock,2026-05-09 12:24:36,
INV001245,P008169,W006,320,109,211,40,In Stock,2026-07-29 20:07:01,
INV016973,P006307,W005,0,0,0,68,Out of Stock,2025-10-03 05:21:05,
INV016221,P003717,W003,489,419,70,38,In Stock,2026-01-17 02:02:11,
INV010716,P000164,W010,489,101,388,24,Overstocked,2025-03-05 01:38:31,
INV000643,P002734,W009,135,19,116,19,In Stock,2026-05-06 14:22:16,
INV007852,P004169,W010,319,246,73,30,In Stock,2026-05-25 22:08:15,
INV003365,P000901,W005,0,0,0,14,Out of Stock,2026-03-30 01:32:49,
INV001474,,W001,213,36,177,10,In Stock,2025-06-26 01:31:51,missing_product_id
INV006535,P009400,W008,0,0,0,67,Out of Stock,2026-03-06 23:47:45,
INV010217,P008479,W004,199,150,49,30,In Stock,2025-10-29 03:41:11,
INV005257,P006395,W003,77,53,24,68,Low Stock,2025-02-12 01:13:22,
INV010534,P002450,W010,227,55,172,10,In Stock,2025-05-10 14:31:48,
INV007113,P001435,W010,15,5,10,31,Low Stock,2026-05-09 09:14:09,
INV009546,P007769,W001,0,0,0,38,Out of Stock,2025-07-31 14:12:09,
INV005967,P005897,W001,333,23,310,75,Overstocked,2025-09-16 09:58:34,
INV011568,P007257,W008,421,121,300,91,In Stock,2025-01-19 04:51:55,
INV003853,P003681,W005,166,2,164,78,In Stock,2026-06-09 12:43:49,
INV011448,P007201,W006,300,182,118,72,In Stock,2026-03-17 15:05:54,
INV008546,P008812,W006,85,20,65,85,Low Stock,2025-09-17 04:01:45,
INV012205,P007660,W005,254,104,250,79,In Stock,2025-07-26 01:49:14,available_quantity_mismatch
INV010714,P009147,W001,239,184,55,72,Low Stock,2026-04-17 19:44:41,
INV000782,P005956,W009,67,17,50,71,Low Stock,2025-06-03 21:00:38,
INV015110,P002946,W004,203,100,103,62,In Stock,2025-01-02 08:28:43,
INV001382,P006535,W002,408,343,65,94,Low Stock,2025-12-27 03:30:20,
INV000814,P005256,W009,314,292,22,86,Low Stock,2026-02-12 23:00:24,
INV014154,P004616,W003,21,5,16,64,Low Stock,2025-07-28 16:17:23,
INV008738,P007971,W005,237,224,13,32,Low Stock,2025-06-28 16:19:22,
INV015638,P007513,W006,152,13,139,33,Overstocked,2025-09-17 05:07:38,
INV012784,P001037,W003,491,115,376,23,In Stock,2026-04-07 15:04:54,
INV014358,P009540,W003,45,23,22,47,Low Stock,2025-03-09 22:31:24,
INV016511,P001695,W002,291,114,177,48,In Stock,2026-01-13 22:15:01,
INV013286,P006306,W006,317,159,158,30,Overstocked,2026-06-17 03:55:22,
INV000394,P006265,0,364,58,306,12,In Stock,2026-06-10 22:47:31,invalid_warehouse_id
INV016169,P002457,W001,141,3,138,63,In Stock,2025-07-28 17:07:28,
INV009874,P009752,W003,60,25,35,65,Low Stock,2026-04-14 08:45:29,
INV015751,P007545,W010,27,19,8,10,Low Stock,2026-02-23 13:45:17,
INV011305,P002992,W001,413,321,92,75,In Stock,2025-02-18 03:00:52,
INV013783,P002274,W004,0,0,0,28,Out of Stock,2026-07-25 01:44:47,
INV014212,P001572,W006,449,116,333,16,In Stock,2025-04-26 18:58:40,
INV005138,P005647,W007,106,25,81,47,In Stock,2025-12-29 22:42:49,
INV019188,P008135,W008,249,1,248,29,Overstocked,2026-02-15 03:15:17,
INV013482,P003860,W009,295,44,251,22,Overstocked,2025-02-06 21:10:57,
INV000571,P009207,W001,152,67,85,69,In Stock,2025-03-19 12:34:22,
INV016051,P003764,W002,443,441,2,42,Low Stock,2025-06-20 19:40:52,
INV007957,P001623,W001,30,5,25,53,Low Stock,2025-12-21 13:28:16,
INV015789,P002788,W004,364,91,273,53,Overstocked,2026-07-09 16:34:38,
INV004517,P000477,W009,51,24,27,73,Low Stock,2026-01-09 15:04:28,
INV008053,P002229,W007,492,229,263,36,In Stock,2026-02-23 06:46:31,
INV009478,P008662,W008,457,353,104,55,In Stock,2025-02-15 23:09:51,
INV004418,P009843,W006,464,73,391,77,In Stock,2025-07-12 07:14:58,
INV002195,P000096,W001,0,0,0,45,Out of Stock,2025-08-24 16:39:13,
INV006105,P005908,W001,124,16,108,92,In Stock,2025-04-27 16:10:53,
INV007775,P006297,W002,157,32,125,96,In Stock,2025-12-14 19:00:23,
INV007425,P002780,W002,258,245,13,27,Low Stock,2025-03-15 07:43:56,
INV008196,P005617,W002,0,0,0,32,Out of Stock,2026-07-10 22:23:10,
INV012209,P006752,W010,457,108,349,94,In Stock,2025-01-17 17:39:18,
INV006894,P004745,W003,475,372,103,70,In Stock,2026-06-27 15:49:31,
INV015953,P008924,W008,302,300,2,56,Low Stock,2026-02-04 09:35:18,
INV004777,P005328,W008,309,222,87,33,In Stock,2025-09-16 13:10:17,
INV013555,P001343,W007,173,17,156,67,In Stock,2025-08-19 16:26:51,
INV012429,P007497,W008,305,41,264,91,In Stock,2026-02-19 13:32:36,
INV005931,P008258,W009,26,21,5,97,Low Stock,2026-02-23 01:59:57,
INV004032,P001664,W001,20,4,16,98,Low Stock,2025-08-21 22:29:31,
INV014424,P003044,W010,379,127,252,52,In Stock,2026-01-03 08:12:13,
INV019765,P006733,W003,400,359,41,38,In Stock,2026-01-01 14:42:58,
INV004935,P001173,W006,219,120,99,60,In Stock,2026-06-10 19:51:15,
INV015890,P002190,W004,468,169,299,72,Overstocked,2026-07-30 12:16:18,
INV013243,P006320,W005,301,94,207,61,In Stock,2026-09-09 00:00:00,future_last_updated
INV019231,P001367,W008,36,4,32,22,In Stock,2025-12-06 11:29:42,
INV018267,P001394,W008,206,66,140,82,In Stock,2025-11-11 00:29:56,
INV011274,P007320,W003,183,39,144,16,Overstocked,2025-09-10 21:20:21,
INV001755,P000705,W005,247,75,172,22,Overstocked,2025-11-22 21:47:58,
INV006343,P008204,W001,271,74,197,26,Overstocked,2026-05-16 09:08:45,
INV019367,P009203,W005,245,111,134,29,In Stock,2026-05-07 05:29:26,
INV007953,P003316,W005,472,148,324,25,In Stock,2025-11-23 07:23:29,
INV005813,P004772,W007,347,213,134,20,In Stock,2026-03-11 17:09:10,
INV018362,P004851,W006,89,59,30,27,In Stock,2025-12-31 15:47:50,
INV010892,P000993,W007,358,259,99,75,In Stock,2026-04-24 15:23:22,
INV004046,P004643,W002,15,8,-25,77,Low Stock,2026-02-02 00:47:15,invalid_available_quantity
INV012417,P004792,W001,490,476,14,39,Low Stock,2025-02-24 16:59:43,
INV006057,P007906,W009,308,127,181,11,In Stock,2025-01-15 01:43:53,
INV003714,P004613,W003,2,1,1,11,Low Stock,2025-05-09 14:43:29,
INV005927,P007032,W010,314,4,310,49,In Stock,2026-03-01 14:32:50,
INV004651,P002677,W010,383,346,37,35,In Stock,2025-10-10 19:55:12,
INV001342,P000282,W005,415,388,27,34,Low Stock,2025-11-14 12:26:33,
INV009706,P009004,W007,0,0,0,16,Out of Stock,2025-06-01 09:33:09,
INV003358,P003555,W003,217,42,175,17,In Stock,2026-04-25 01:45:47,
INV017790,P006581,W010,56,25,31,11,In Stock,2026-01-07 15:09:04,
INV009892,P034759,W006,19,1,18,77,Low Stock,2026-03-08 10:15:00,invalid_product_id
INV014906,P001350,W006,178,20,158,20,Overstocked,2025-04-25 22:14:16,
INV016920,P001111,W008,383,375,8,74,Low Stock,2026-03-27 21:39:24,
INV008826,P001729,W001,264,186,78,92,Low Stock,2026-02-12 12:20:44,
INV000769,P003419,W008,382,130,252,56,In Stock,2025-11-05 10:18:16,
INV005027,P006042,W007,353,285,68,11,Overstocked,2025-02-03 00:16:43,
INV006407,P005739,W004,498,238,260,11,In Stock,2026-01-13 05:05:12,
INV001427,P005886,W004,383,222,161,10,In Stock,2025-03-27 22:57:25,
INV010439,P004860,W006,26,19,7,49,Low Stock,2025-06-06 05:30:38,
INV005153,P009744,W009,229,2,227,52,In Stock,2025-01-10 02:14:55,
INV010717,P006704,W005,99,69,30,20,In Stock,2025-09-15 11:03:45,
INV017671,P003212,W001,160,156,4,61,Low Stock,2025-03-27 01:26:35,
INV015771,P006973,W007,24,14,10,33,Low Stock,2025-11-25 15:19:00,
INV014645,P002985,W005,316,218,98,88,In Stock,2025-10-02 21:13:50,
INV014897,P001035,W009,241,167,74,46,In Stock,2026-06-29 14:10:54,
INV014506,P003850,W002,171,49,122,78,In Stock,2025-01-08 03:26:07,
INV012819,P003868,W008,157,28,129,88,In Stock,2025-10-02 07:15:10,
INV018982,P006404,W001,62,44,18,35,Low Stock,2025-08-08 18:18:51,
INV012771,P003435,W010,20,5,15,23,Low Stock,2025-03-28 01:56:14,
INV014936,P001584,W009,415,18,397,22,Overstocked,2025-12-03 10:51:18,
INV012850,P004260,W004,51,1,50,51,Low Stock,2025-09-14 16:06:19,
INV001180,P007734,W010,249,7,242,28,Overstocked,2025-11-24 14:07:11,
INV016456,P005487,W002,426,166,260,74,In Stock,2025-12-28 17:26:07,
INV000542,P002993,W005,14,10,4,73,Low Stock,2025-07-21 12:03:22,
INV000502,P004389,W009,455,192,263,30,In Stock,2025-03-14 07:35:49,
INV017300,P003718,W002,0,0,0,71,Backordered,2026-01-19 05:38:24,invalid_inventory_status
INV016176,P001074,W004,234,46,188,52,In Stock,2025-06-08 00:01:31,
INV011243,P003811,W003,449,41,408,72,In Stock,2025-01-08 16:24:57,
INV007441,P009666,W010,101,83,18,44,Low Stock,2026-01-18 20:20:46,
INV008783,P005824,W002,106,87,19,66,Low Stock,2025-10-21 12:47:06,duplicate_inventory_record
INV005082,P001424,W001,165,67,98,81,In Stock,2025-12-07 23:01:46,
INV006634,P009001,W010,201,91,110,95,In Stock,2025-09-08 22:33:25,
INV019919,P001009,W009,393,11,382,73,Overstocked,2025-10-20 06:40:19,
INV002020,P006730,W002,413,116,297,50,In Stock,2026-07-15 17:56:58,
INV004986,P000388,W009,471,44,427,80,Overstocked,2025-08-24 07:15:54,
INV019277,P002191,W001,27,17,10,70,Low Stock,2026-01-19 00:48:06,
INV008763,P005383,W002,297,270,27,11,In Stock,2025-01-25 04:31:55,
INV006189,P003105,W005,374,290,84,18,In Stock,2025-08-24 06:46:40,
INV019174,P005499,W002,72,11,61,59,In Stock,2025-02-26 14:11:39,
INV005037,P006443,W007,439,146,293,73,Overstocked,2025-04-06 21:30:47,
INV002190,P001620,W006,110,75,35,48,Low Stock,2025-12-27 05:28:53,
INV008264,P000373,W003,55,25,30,35,Low Stock,2026-01-22 09:07:05,
INV015149,P004841,W010,143,67,76,100,Low Stock,2026-02-08 15:53:28,
INV003827,P002532,W003,83,17,66,39,In Stock,2026-03-05 22:01:07,
INV014582,P008513,W002,372,307,65,63,In Stock,2025-12-11 13:02:11,
INV011013,P002606,W002,281,235,46,15,In Stock,2025-04-14 03:05:09,
INV002761,P002523,W005,100,19,81,67,In Stock,2026-02-22 07:22:51,
INV009392,P000356,W002,151,57,94,56,In Stock,2025-05-07 08:36:50,
INV008288,P004085,W009,471,407,64,41,In Stock,2026-05-29 17:28:19,
INV003758,P004422,W004,115,73,42,22,In Stock,2025-06-26 22:57:51,
INV005372,P004412,W009,454,33,421,65,In Stock,2026-04-06 07:03:51,
INV012890,P000209,W005,327,174,153,71,In Stock,2025-07-10 21:08:12,
INV014149,P001987,W006,193,91,102,96,In Stock,2026-03-19 15:10:00,
INV003723,P008775,W001,469,123,346,45,Overstocked,2025-04-15 09:54:21,
INV003039,P000153,W005,198,100,98,78,In Stock,2026-07-08 12:02:31,
INV009456,P005179,W003,46,38,8,60,Low Stock,2025-03-10 00:10:55,
INV002099,P003223,W010,292,99,193,94,In Stock,2025-10-10 06:32:41,
INV017219,P001732,W005,215,142,73,25,In Stock,2026-06-28 11:56:54,
INV018125,P007564,W010,275,191,84,57,In Stock,2026-07-01 06:22:09,
INV019093,P007030,W001,46,29,17,26,Low Stock,2025-12-20 01:18:12,
INV015353,P001019,W005,444,290,154,99,In Stock,2026-01-21 20:09:22,
INV010177,P000770,W008,61,17,44,95,Low Stock,2025-12-09 23:14:20,
INV002287,P000770,W006,12,6,6,83,Low Stock,2025-10-07 05:56:57,
INV010055,P006888,W004,309,44,265,33,In Stock,2025-02-26 04:50:51,
INV003680,P009689,W010,309,29,280,81,In Stock,2025-08-23 23:00:27,
INV008212,P006933,W010,292,200,92,82,In Stock,2026-04-17 05:45:56,
INV010844,P008456,W005,190,164,26,78,Low Stock,2025-01-29 22:25:00,
INV010407,P005731,W002,430,226,204,14,In Stock,2026-01-07 21:53:57,
INV001822,P006339,W010,362,146,216,32,Overstocked,2025-09-03 02:06:36,duplicate_inventory_record
INV018496,P006466,W005,20,13,7,81,Low Stock,2025-05-25 21:46:01,
INV005937,P001914,W009,160,155,5,16,Low Stock,2025-08-09 13:48:12,
INV001478,P004452,W005,348,217,131,29,In Stock,2026-05-01 06:20:17,
INV001121,P001266,W007,431,127,304,76,In Stock,2025-08-18 12:10:36,
INV001966,P008565,W007,151,95,56,89,Low Stock,2025-05-03 07:41:24,
INV008654,P002040,W010,178,0,178,53,In Stock,2026-03-23 08:06:08,
INV012246,P007176,W010,202,63,139,92,In Stock,2025-10-07 22:37:35,
INV010530,P006021,W006,423,117,306,84,In Stock,2025-08-29 18:02:19,
INV011149,P005847,W004,135,119,16,53,Low Stock,2026-06-30 01:44:13,
INV017919,P008678,W003,323,11,312,26,Overstocked,2026-06-12 17:29:15,
INV009819,P003728,W002,15,7,8,57,Low Stock,2026-01-06 07:58:57,
INV014534,P006988,W010,341,264,77,71,In Stock,2026-03-03 15:05:42,
INV005598,P000797,W001,311,136,175,32,In Stock,2025-04-18 20:05:20,
INV012702,P007315,W003,246,135,111,50,In Stock,2026-01-19 01:53:30,
INV000405,P009275,W009,356,330,26,32,Low Stock,2025-05-10 14:35:55,
INV011313,P009551,W009,204,57,147,67,In Stock,2026-01-02 20:55:30,
INV012838,P005095,W003,374,71,303,21,Overstocked,2026-02-07 08:02:23,
INV013785,P004689,W002,217,43,174,95,In Stock,2025-11-14 22:08:40,
INV009664,P007321,W002,29,17,12,51,Low Stock,2026-06-26 21:48:56,
INV003388,P007128,W005,331,118,213,25,Overstocked,2025-07-29 21:19:07,
INV012663,P003225,W003,279,241,38,54,Low Stock,2025-11-12 04:27:01,
INV010887,P006395,W002,470,138,332,85,In Stock,2026-04-01 08:45:44,
INV008401,P006998,W008,462,244,218,95,In Stock,2025-12-09 18:47:16,
INV005522,P005392,W001,458,162,296,37,In Stock,2025-02-26 07:06:41,
INV014437,P002025,W010,389,147,242,78,In Stock,2025-01-26 11:16:05,
INV009724,P002200,W006,375,22,399,59,Overstocked,2026-01-19 18:27:02,available_quantity_mismatch
INV012636,P007788,W002,142,45,97,29,In Stock,2025-06-23 00:59:09,
INV004021,P002114,W007,254,55,199,65,In Stock,2025-08-21 19:03:55,
INV001792,P008992,W008,49,3,46,89,Low Stock,2026-04-07 17:26:03,
INV006872,P007748,W007,44,41,3,91,Low Stock,2025-01-26 22:29:48,
INV005388,P005748,W008,361,50,311,13,In Stock,2025-08-28 17:08:22,
INV010355,P000163,W010,34,5,29,41,Low Stock,2025-10-21 23:46:21,
INV009165,P007017,W006,0,0,0,15,Out of Stock,2026-03-02 06:34:55,
INV014855,P001364,W009,479,278,201,66,In Stock,2026-03-22 15:37:57,
INV009754,P000544,W007,196,97,99,99,Low Stock,2025-04-10 12:39:18,
INV000408,P004215,W008,213,181,32,66,Low Stock,2025-05-10 21:49:51,
INV013758,P008696,W005,336,55,281,99,In Stock,2025-05-06 07:48:45,
INV011511,P008065,W002,223,125,98,42,In Stock,2026-06-17 21:49:51,
INV018346,P001862,W005,345,338,7,65,Low Stock,2025-03-05 08:32:40,
INV019783,P008006,W006,418,283,135,47,In Stock,2025-05-19 21:09:41,
INV008784,P005623,W009,335,58,277,22,In Stock,2025-10-14 15:39:52,
INV015727,P000997,W007,412,228,184,34,Overstocked,2025-05-20 03:11:40,
INV002894,P003153,W003,26,8,18,99,Low Stock,2025-06-20 02:46:56,
INV017225,P007273,W004,130,54,76,79,Low Stock,2025-04-27 14:01:00,
INV004235,P008516,W010,133,32,101,100,In Stock,2025-05-15 09:52:28,
INV011217,P000061,W006,293,66,227,73,In Stock,2026-01-29 17:47:27,
INV009723,P005652,W002,112,77,35,71,Low Stock,2026-01-24 20:02:17,
INV006491,P000287,W008,286,236,50,100,Low Stock,2026-04-03 15:10:50,
INV012352,P000980,W006,162,93,69,10,In Stock,2025-04-25 04:23:18,
INV002005,P001570,W006,375,308,67,-25,Low Stock,2025-07-07 10:01:11,invalid_reorder_level
INV010413,P004120,W007,323,220,103,15,In Stock,2026-02-23 14:40:47,
INV006747,P002737,W005,477,239,238,63,In Stock,2026-05-17 04:40:00,
INV016867,P004913,W004,21,5,16,51,Low Stock,2026-01-24 09:20:02,
INV001624,P000148,W008,178,73,105,24,In Stock,2026-06-17 11:08:38,
INV012782,P009526,W010,301,90,211,34,Overstocked,2026-07-26 20:10:52,
INV006881,P007009,W009,399,202,197,75,In Stock,2025-09-11 20:17:22,
INV017692,P000240,W003,126,17,109,30,In Stock,2026-07-07 04:29:04,
INV004510,P002896,W007,312,280,32,36,Low Stock,2025-12-25 10:03:45,
INV007999,P002569,W010,261,260,1,73,Low Stock,2025-12-29 17:33:57,
INV018740,P001711,W009,293,166,127,66,In Stock,2025-05-16 19:58:47,
INV008521,P001903,W001,3,0,3,17,Low Stock,2025-01-12 22:21:51,
INV018872,P001031,W009,72,51,21,15,In Stock,2025-06-30 08:58:14,
INV010820,P003930,W010,0,0,0,80,Out of Stock,2025-10-15 20:52:58,
INV015392,P001850,W010,160,87,73,94,Low Stock,2026-01-25 20:40:51,
INV003295,P003859,W001,301,214,87,78,In Stock,2025-11-11 16:34:36,
INV008756,P003759,W008,38,16,22,52,Low Stock,2025-05-21 05:33:31,
INV016557,P003679,W008,52,6,46,72,Low Stock,2025-06-04 01:43:18,
INV018261,P004943,W010,177,105,72,95,Low Stock,2026-07-02 04:45:55,
INV012031,P004928,W002,38,0,38,62,Low Stock,2026-01-10 06:44:22,
INV009529,P007931,W006,220,160,60,92,Low Stock,2025-12-14 12:39:56,
INV016256,P001625,W010,317,173,144,41,In Stock,2025-07-03 10:21:15,
INV014673,P003657,W009,137,8,129,55,In Stock,2025-04-22 16:49:30,
INV003350,P006912,W010,14,10,4,77,Low Stock,2025-04-23 11:05:09,
INV018174,P003922,W003,314,32,282,67,In Stock,2025-01-27 09:21:26,
INV003177,P005489,W007,179,31,148,41,In Stock,2025-02-02 19:49:50,
INV004168,P006368,W001,276,132,144,68,In Stock,2025-11-14 08:32:21,
INV019192,P003399,W006,249,249,0,72,Out of Stock,2026-04-14 19:19:35,
INV016153,P007732,W004,367,346,21,76,Low Stock,2026-07-25 00:57:41,
INV012525,P002626,W007,363,56,307,16,In Stock,2025-04-11 07:45:23,
INV018182,P002224,W010,450,188,262,98,In Stock,2025-01-08 19:09:56,
INV001031,P000655,W008,207,31,176,39,In Stock,2025-08-05 07:57:28,
INV002531,P005907,W001,99,78,21,52,Low Stock,2025-02-07 05:13:18,
INV003119,P006321,W007,177,99,78,96,Low Stock,2025-03-21 02:06:33,
INV014427,P004812,W002,73,4,69,61,In Stock,2026-06-10 20:15:20,
INV012631,P002053,W005,151,20,131,64,In Stock,2025-12-25 06:56:54,
INV006211,P004005,W009,94,8,86,26,In Stock,2025-03-24 22:05:56,
INV001356,P001202,W009,408,44,364,48,In Stock,2025-12-29 13:50:22,
INV017157,P004787,W008,482,442,40,77,Low Stock,2025-01-20 02:26:27,
INV005158,P002209,W001,169,168,1,46,Low Stock,2025-08-15 01:38:23,
INV018559,P005308,W006,385,362,23,20,In Stock,2025-02-28 02:17:28,
INV011361,P006508,W008,264,219,45,74,Low Stock,2025-03-29 14:49:40,
INV014505,P006480,W001,301,236,-10,17,In Stock,2025-12-24 22:45:38,invalid_available_quantity
INV009457,P003349,W010,121,74,47,33,In Stock,2025-10-18 02:36:18,
INV005139,P008013,W001,355,201,154,65,In Stock,2025-07-12 08:20:41,
INV002805,P000518,W010,194,5,189,98,In Stock,2025-07-03 21:17:39,
INV006497,P000478,W005,341,263,78,16,Overstocked,2025-01-16 16:19:34,
INV016481,P001367,W007,148,130,18,29,Low Stock,2025-07-19 23:23:38,
INV005024,P008843,W010,199,162,37,23,In Stock,2025-11-11 05:34:12,
INV003775,P001932,W010,220,63,157,95,In Stock,2025-01-21 07:10:36,
INV005288,P006016,W010,263,10,253,25,Overstocked,2025-06-21 02:18:55,
INV002720,P006302,W008,366,208,158,23,Overstocked,2026-07-14 00:26:59,
INV003882,P004438,W007,423,244,179,90,0,2025-06-08 20:06:53,invalid_inventory_status
INV009961,P008332,W004,16,3,13,98,Low Stock,2025-06-10 11:17:40,
INV011139,P005763,W004,282,90,192,62,In Stock,2025-04-06 08:12:03,
INV013802,P004326,W006,227,46,181,35,In Stock,2025-11-09 12:45:48,
INV004037,P005850,W007,419,135,284,29,In Stock,2025-05-23 06:41:50,
INV018687,P001804,W005,163,9,154,85,In Stock,2026-06-18 05:40:47,
INV008552,P001213,W009,361,225,136,30,Overstocked,2026-05-06 07:10:20,
INV007913,P002907,W010,235,86,149,39,In Stock,2026-01-26 15:27:37,
INV007756,P006464,W002,151,61,90,50,In Stock,2026-04-14 22:14:12,
INV005619,P007065,W009,390,343,47,62,Low Stock,2025-08-10 09:38:12,
INV013323,P005697,W009,117,63,54,91,Low Stock,2025-05-12 22:27:33,
INV013557,P000205,W002,413,242,171,63,In Stock,2025-01-06 00:02:19,
INV014044,P007935,W005,13,1,12,62,Low Stock,2025-08-03 07:13:22,
INV014332,P003575,W001,202,134,68,62,In Stock,2025-12-04 07:33:05,
INV005677,P008789,W006,154,21,133,71,In Stock,2025-06-12 02:44:34,
INV011918,P000657,W010,495,255,240,93,In Stock,2026-02-08 08:57:15,
INV010340,P005076,W009,0,0,0,34,Out of Stock,2025-02-23 05:29:15,
INV002711,P002319,W005,24,19,5,63,Low Stock,2026-04-19 15:57:29,
INV011188,P000591,W004,390,232,158,25,In Stock,2026-05-10 23:38:26,
INV019247,P003992,W002,410,6,404,81,In Stock,2025-11-08 11:33:37,
INV012544,P008489,W006,480,218,262,38,Overstocked,2025-08-19 04:58:39,
INV008545,P008386,W003,349,286,63,84,Low Stock,2026-05-04 06:10:48,
INV014764,P005602,W001,125,85,40,97,Low Stock,2025-07-11 10:35:54,
INV009298,P001779,W005,444,15,429,42,In Stock,2026-06-03 14:46:54,
INV009303,P004203,W002,316,117,199,48,In Stock,2025-02-19 09:39:27,
INV014347,P002416,W009,407,398,9,80,Low Stock,2026-04-28 13:56:26,
INV011493,P000823,W002,226,184,42,65,Low Stock,2025-09-30 17:23:38,
INV012167,P005302,W010,238,148,90,93,Low Stock,2026-03-19 04:15:28,
INV010845,P002899,W009,149,58,91,20,In Stock,2025-10-03 10:46:18,
INV009046,P005071,W005,7,2,5,37,Low Stock,2025-04-14 04:41:53,
INV012710,P009861,W006,94,49,45,87,Low Stock,2025-11-26 14:30:08,
INV006725,P008017,W008,34,20,14,42,Low Stock,2025-09-16 14:37:59,
INV001598,P004142,W002,332,52,280,28,In Stock,2025-03-27 14:15:41,
INV007132,P009042,W010,111,82,29,76,Low Stock,2025-03-17 16:31:42,
INV006287,P002000,W006,283,67,216,28,In Stock,2025-03-23 08:58:09,
INV016929,P000247,W002,68,64,4,98,Low Stock,2025-06-26 03:50:37,
INV018306,P004801,W009,424,173,251,58,Overstocked,2025-10-27 00:45:37,
INV018749,P006610,W005,466,414,52,21,In Stock,2026-01-10 01:53:09,
